part1_final_value,random_shock_percentages,shock_counter_text_first.started,rating_resp.started,rating_shock_counter.started,,date,expName,psychopyVersion,frameRate,
6.0,[ 90  60  50 100  80  50  70 100  80  40  90  40  70  60],14.461293599975761,1.9199971575289965e-05,26.066621300007682,,,,,,
