trial_type,us,iti_duration,cs_duration,cs_img,trial,half,task,cs_shape,rating_img,rating_type,rating_text,top_instructions_text,left_anchor_text,center_anchor_text,right_anchor_text,extinction_trials.thisRepN,extinction_trials.thisTrialN,extinction_trials.thisN,extinction_trials.thisIndex,post_form_c_trials.thisRepN,post_form_c_trials.thisTrialN,post_form_c_trials.thisN,post_form_c_trials.thisIndex,post_ratings_trials.thisRepN,post_ratings_trials.thisTrialN,post_ratings_trials.thisN,post_ratings_trials.thisIndex,fixation_image_pre.started,iti_start,fixation_image_hab.started,iti_end,iti_dur,cs_onset,cs_offset,cs_dur,expectancy_response.keys,fixation_image_post.started,form_3a.started,form_3a_next_button.started,form_3a.index,form_3a.itemText,form_3a.type,form_3a.font,form_3a.markerColor,form_3a.response,form_3a.rt,form_3a_next_button.numClicks,form_3a_next_button.timesOn,form_3a_next_button.timesOff,form_3b.started,form_3b_next_button.started,form_3b.index,form_3b.itemText,form_3b.type,form_3b.font,form_3b.markerColor,form_3b.response,form_3b.rt,form_3b_next_button.numClicks,form_3b_next_button.timesOn,form_3b_next_button.timesOff,form_3c.started,form_3c_next_button.started,form_3c.index,form_3c.itemText,form_3c.type,form_3c.font,form_3c.markerColor,form_3c.response,form_3c.rt,form_3c_next_button.numClicks,form_3c_next_button.timesOn,form_3c_next_button.timesOff,form_3d.started,form_3d_next_button.started,form_3d.index,form_3d.itemText,form_3d.type,form_3d.font,form_3d.markerColor,form_3d.response,form_3d.rt,form_3d_next_button.numClicks,form_3d_next_button.timesOn,form_3d_next_button.timesOff,fixation_image_ratings.started,fixation_image_ratings.stopped,center.started,left.started,right.started,top_instructions.started,rating_slider.started,rating_next_button.started,rating_slider.response,rating_slider.rt,rating_next_button.numClicks,rating_next_button.timesOn,rating_next_button.timesOff,,date,expName,psychopyVersion,frameRate,
CS-,0,14.5,8,stimuli/rotated.png,13,1,extinction,,,,,,,,,0,12,12,12,,,,,,,,,,242.50962650001748,254.89659740001662,257.00340390001656,14.493779200012796,257.0034140999778,265.0019483999931,7.998533199948724,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,13.5,8,stimuli/aligned.png,14,1,extinction,,,,,,,,,0,13,13,13,,,,,,,,,,265.0022781000007,277.3892494000029,278.5108361999737,13.50855930004036,278.51084699999774,286.52607820002595,8.01522910001222,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,11.5,8,stimuli/rotated.png,15,1,extinction,,,,,,,,,0,14,14,14,,,,,,,,,,286.5264131000149,298.9133707000292,298.0144767999882,11.488065399986226,298.01448700000765,306.0130239999853,7.998522499983665,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,9,8,stimuli/aligned.png,16,1,extinction,,,,,,,,,0,15,15,15,,,,,,,,,,306.0133906999836,318.40030870004557,315.0133720000158,8.999981899978593,315.0133813000284,323.0119123000186,7.998514999984764,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,9.5,8,stimuli/rotated.png,17,1,extinction,,,,,,,,,0,16,16,16,,,,,,,,,,323.01223170000594,335.3992289000307,332.51320420001866,9.500973400019575,332.51321300002746,340.5117182999966,7.998489899968263,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,15,8,stimuli/rotated.png,18,1,extinction,,,,,,,,,0,17,17,17,,,,,,,,,,340.5120136999758,352.89903060003417,355.50679349998245,14.99478090001503,355.5068028999958,363.5053408999811,7.998536600032821,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,13,8,stimuli/aligned.png,19,1,extinction,,,,,,,,,0,18,18,18,,,,,,,,,,363.505691999977,375.8926196000539,376.51328130002366,13.007590399996843,376.51329109998187,384.5118336000014,7.998532900004648,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,10.5,8,stimuli/aligned.png,20,1,extinction,,,,,,,,,0,19,19,19,,,,,,,,,,384.51217399997404,396.8991141000297,395.01501969998935,10.502846400020644,395.0150289000012,403.01356079999823,7.998516299994662,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,12,8,stimuli/rotated.png,21,2,extinction,,,,,,,,,0,20,20,20,,,,,,,,,,403.01388749998296,415.40085279999766,415.00291099998867,11.98902460001409,415.0029202000005,423.001462300017,7.9985247000004165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,14,8,stimuli/rotated.png,22,2,extinction,,,,,,,,,0,21,21,21,,,,,,,,,,423.0018281000084,435.3887415000354,437.0113001000136,14.009472400008235,437.0113090000232,445.00986069999635,7.998536399973091,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,11,8,stimuli/aligned.png,23,2,extinction,,,,,,,,,0,22,22,22,,,,,,,,,,445.01022579998244,457.39709360001143,456.0139871999854,11.003761900006793,456.01399569999194,464.02922199998284,8.015210100042168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,10,8,stimuli/rotated.png,24,2,extinction,,,,,,,,,0,23,23,23,,,,,,,,,,464.02954299998237,476.4165152000496,474.01477730000624,9.985250999976415,474.014802300022,482.01332249998813,7.998453399981372,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,14.5,8,stimuli/aligned.png,25,2,extinction,,,,,,,,,0,24,24,24,,,,,,,,,,482.0136886999826,494.40060580003774,496.50741830002517,14.493731099995784,496.5074282999849,504.5226518000127,8.015207400021609,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,12.5,8,stimuli/aligned.png,26,2,extinction,,,,,,,,,0,25,25,25,,,,,,,,,,504.52296799997566,516.9099404000444,517.0129483999917,12.489982399973087,517.0129599000211,525.0281861000112,8.015207799966447,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,11,8,stimuli/rotated.png,27,2,extinction,,,,,,,,,0,26,26,26,,,,,,,,,,525.0285277999938,537.4154795000213,536.0156375999795,10.987110699992627,536.0156464999891,544.0142247999902,7.9985635000048205,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,14,8,stimuli/rotated.png,28,2,extinction,,,,,,,,,0,27,27,27,,,,,,,,,,544.0145327000064,556.4014673000202,558.0073223999934,13.992790500051342,558.0073315000045,566.0058752999757,7.998528600030113,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,12.5,8,stimuli/aligned.png,29,2,extinction,,,,,,,,,0,28,28,28,,,,,,,,,,566.0061838999973,578.3931577000185,578.5128627999802,12.50667929998599,578.5128721999936,586.5114102999796,7.998522400041111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,11.5,8,stimuli/rotated.png,30,2,extinction,,,,,,,,,0,29,29,29,,,,,,,,,,586.5117267000023,598.8986931000254,598.0165007999749,11.50477530003991,598.0165105999913,606.0150473000249,7.9985201000235975,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,13.5,8,stimuli/aligned.png,31,2,extinction,,,,,,,,,0,30,30,30,,,,,,,,,,606.015345700027,618.4023308000178,619.5072416000185,13.49189629999455,619.5072504000273,627.5224773000227,8.01521209999919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,9.5,8,stimuli/rotated.png,32,2,extinction,,,,,,,,,0,31,31,31,,,,,,,,,,627.5227876999998,639.9097724000458,637.0070759999799,9.484289499989245,637.007085499994,645.0056330999942,7.9985321999993175,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,10.5,8,stimuli/aligned.png,33,2,extinction,,,,,,,,,0,32,32,32,,,,,,,,,,645.0059497000184,657.3929112000042,655.5088061999995,10.502857299987227,655.5088155000121,663.5240556999925,8.015224099974148,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,10,8,stimuli/aligned.png,34,2,extinction,,,,,,,,,0,33,33,33,,,,,,,,,,663.5243820999749,675.9113439000212,673.509601400001,9.985220499977004,673.5096108000143,681.508149500005,7.9985226999851875,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,15,8,stimuli/rotated.png,35,2,extinction,,,,,,,,,0,34,34,34,,,,,,,,,,681.5084577000234,693.8954423000105,696.5031896000146,14.994732699997257,696.5031988000264,704.501736700011,7.998523499991279,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,9,8,stimuli/rotated.png,36,2,extinction,,,,,,,,,0,35,35,35,,,,,,,,,,704.5020613999804,716.8890246000374,713.5020813000156,9.000020299979951,713.5020902000251,721.5006312999758,7.998525700008031,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,13,8,stimuli/aligned.png,37,2,extinction,,,,,,,,,0,36,36,36,,,,,,,,,,721.5009489000076,733.8879133000155,734.5085720000206,13.007623600016814,734.5085811999743,742.5071072999854,7.998491000034846,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,14.5,8,stimuli/aligned.png,38,2,extinction,,,,,,,,,0,37,37,37,,,,,,,,,,742.5074176000198,754.8944018000038,757.001203700027,14.493786700011697,757.0012126999791,765.0164481999818,8.015219399996568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS-,0,12,8,stimuli/rotated.png,39,2,extinction,,,,,,,,,0,38,38,38,,,,,,,,,,765.0167844999814,777.4037351000006,777.0058019999997,11.989017899963073,777.0058109000092,785.0043414999964,7.998515299987048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,0,10,8,stimuli/aligned.png,40,2,extinction,,,,,,,,,0,39,39,39,,,,,,,,,,785.004646299989,797.3916258000536,795.0065804999904,10.00193530000979,795.0065900000045,803.0218180000084,8.01521149999462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.4091470999992,830.3875279000495,833.8106528000208,0,Please answer the following question using the mouse:,heading,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Did you receive electrical stimulations in the course of the last phase of the experiment?
",choice,None,None,0.0,3.3960138999973424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[1.2357394000282511],[1.2357422000495717],835.0630419000518,850.7928565000184,0,Please answer the following questions using the keyboard and mouse:,heading,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Please rate the last electrical stimulation you received during the last phase of the experiment. If you did not receive any electrical stimulations, select "none" 


",radio,None,None,0.0,4.7899922000360675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Please try to estimate, as accurately as possible, how many electrical stimulations you received in the last phase of the experiment (numbers only)",free text,None,None,  0,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"In the first phase of the experiment, did you notice any relationship between the electrical stimulations and the geometric figures?",choice,None,None,1.0,15.660620499984361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[1.3025499999639578],[1.3025522999814712],852.061923100031,857.8562370000291,0,Please answer the following question using the keyboard:,heading,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,You answered “Yes” to “did you notice any relationship between the electrical stimulations and the geometric figures”. Please describe the relationship in your own words (can use all keys to write response). ,free text,None,None,Ik heb geen enkele keer bij de diamond schokken gekregen. Enkel bij het vierkant.,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[47.17301750002662],[47.17301960004261],,,,,,,,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.0791661000112,940.3459464000189,0,Please answer the following questions using the keyboard and mouse:,heading,None,None,,,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"During the first phase, the electrical stimulations were preceded by the presentation of a diamond:",choice,None,None,1.0,5.770422400033567,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"During the first phase, the diamond was followed by an electrical stimulation in approximately what percentage (0-100%) of all cases? (numbers only)",free text,None,None,0,None,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"During the first phase, the electrical stimulations were preceded by the presentation of a square: 

",choice,None,None,3.0,26.57324639998842,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"During the first phase, the square was followed by an electrical stimulation in approximately what percentage (0-100%) of all cases? (numbers only)",free text,None,None,100,None,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"If you had to choose: During the first phase, after which of the geometric figures did the electrical stimulation never take place? (choose one) 

",choice,None,None,1.0,13.256199099996593,,,,,,,,,,,,,,,,,,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,,,,stimuli/aligned.png,1,,,square,assets/valence_scale_clean.png,valence,← FEELING? →,Please indicate how you feel right now when you are looking at the square:,very uncomfortable,None,very comfortable,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[3.606879399972968],[3.6068817999912426],943.986424600007,943.986424600007,943.986424600007,943.986424600007,943.986424600007,943.986424600007,943.986424600007,943.986424600007,6.0,6.910256800008938,1,[7.5984041999909095],[7.59840770001756],,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
CS+,,,,stimuli/aligned.png,2,,,square,assets/arousal_scale_clean.png,arousal,← AROUSAL? →,Please indicate how you feel right now when you are looking at the square:,calm and relaxed,None,very excited,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.6173146000365,951.6173146000365,951.6173146000365,951.6173146000365,951.6173146000365,951.6173146000365,951.6173146000365,951.6173146000365,2.0,4.5370441999984905,2,"[7.5984041999909095, 5.249191000009887]","[0.03817760001402348, 5.24919449997833]",,2024-03-14_15h09.49.252,extinction,2022.2.4,59.8870888873509,
